id,observationId,present,surveyName,species,eventDate,t,latitude,longitude,year,coordinateUncertaintyValue,altitude,easting,northing,asp_n,asp_e,temp.avg,temp.avg.pred.err.sd,temp.avg.dwnscl.err.sd,temp.avg.anom,water.avg,water.avg.pred.err.sd,water.avg.dwnscl.err.sd,water.avg.anom,spatial_fold,temporal_fold,training
1676,549008,0,243347,Acrothamnus hookeri,1982-02-01,5,-36.91,148.12778,1982,15,1500,600465.398509379,5914517.6963240085,-0.19,-0.23,8.570252327297112,0.709457579967633,0.2705515452306175,0.15470952573025443,0.35793779093934136,0.012216156005640178,0.011249044292130335,-0.0188156768571639,3,4,TRUE
1677,548348,0,243322,Acrothamnus hookeri,1982-02-01,5,-36.67332999999999,148.12611,1982,15,1680,600625.7171505735,5940774.55068917,0.66,-0.18,8.43043521383538,0.709457579967633,0.26325696697520656,0.2998901035474546,0.3572393245455148,0.012216156005640178,0.010087756986654775,-0.02379587659801269,3,4,TRUE
1678,548788,0,243340,Acrothamnus hookeri,1982-02-01,5,-36.83861000000001,148.13306,1982,15,1380,601029.7643510995,5922431.916594006,-0.15,-0.35,8.796124090664648,0.709457579967633,0.2623370822792165,0.1900860330333103,0.357630619428296,0.012216156005640178,0.010361948971641501,-0.02104874106420984,5,4,FALSE
1679,548779,0,243339,Acrothamnus hookeri,1982-02-01,5,-36.88306,148.13472,1982,15,1350,601119.1934974447,5917499.019170929,-0.52,0.42,8.835732534657438,0.709457579967633,0.25410905212060814,0.15879108594805302,0.35630770875276,0.012216156005640178,0.009215482154808172,-0.019976023368645457,3,4,TRUE
1680,548289,0,243319,Acrothamnus hookeri,1982-02-01,5,-36.67416999999999,148.13167,1982,15,1680,601121.4608451735,5940675.519230373,0.66,-0.18,8.4613206061764,0.709457579967633,0.25435639668937476,0.3015745964603411,0.3582437253840591,0.012216156005640178,0.008996719460090572,-0.023700114771507685,3,4,TRUE
1681,548269,0,243318,Acrothamnus hookeri,1982-02-01,5,-36.70944,148.13306,1982,15,1680,601199.4319943713,5936761.419562347,-0.3,0.7,8.97798281683447,0.709457579967633,0.27098777151377923,0.2744423133738678,0.36289019836787734,0.012216156005640178,0.011257215009963005,-0.02297395918572298,3,4,TRUE
1682,549047,0,243348,Acrothamnus hookeri,1982-02-01,5,-36.91499999999999,148.13889,1982,15,1400,601448.5180584467,5913951.248418696,-0.63,0.35,8.742100845558014,0.709457579967633,0.26992516114844683,0.1437496793443529,0.35590808617248054,0.012216156005640178,0.011163866967762634,-0.01907290048573329,3,4,TRUE
1683,548317,0,243320,Acrothamnus hookeri,1982-02-01,5,-36.67332999999999,148.13583,1982,15,1640,601494.2991515987,5940764.309422303,0.42,-0.36,8.448539656487014,0.709457579967633,0.24673992723377158,0.3058360555898503,0.36081047096978064,0.012216156005640178,0.007976955980665853,-0.023342445384765043,3,4,TRUE
1684,548854,0,243341,Acrothamnus hookeri,1982-02-01,5,-36.837219999999995,148.13861,1982,15,1440,601526.4883365994,5922580.235349616,-0.03,-0.23,8.634058280613147,0.709457579967633,0.2609585943310134,0.19651728091031373,0.3593426385921412,0.012216156005640178,0.01015281235898447,-0.02074152622641856,5,4,FALSE
1685,548337,0,243321,Acrothamnus hookeri,1982-02-01,5,-36.67193999999999,148.14,1982,15,1640,601868.764412758,5940914.086341248,0.42,-0.36,8.564309637097324,0.709457579967633,0.23923656722553024,0.2997843977334469,0.3554232484944489,0.012216156005640178,0.0064438278806231335,-0.024306363547625776,3,4,TRUE
